6020411,72,47,63,33,20,61,71,63,11,18,17
6030501,56,30,52,22,13,47,56,45,9,11,11
6030502,45,32,30,24,12,30,35,47,12,9,9
6030503,88,58,60,35,23,62,72,85,23,22,22
6030504,109,78,98,51,30,89,105,101,22,24,24
6030605,48,31,41,18,14,40,46,45,11,13,13
6030606,36,24,21,14,14,23,27,31,9,10,10
6030607,23,10,18,9,6,16,20,15,4,4,4
6030608,87,51,77,35,23,73,85,74,17,20,19
6030609,83,52,68,31,24,68,80,79,25,23,23
6030610,62,38,53,24,16,51,59,60,16,16,16
6040701,86,56,78,33,23,74,88,75,21,21,21
6040702,36,18,34,12,11,33,40,28,6,11,11
6040703,91,64,79,38,25,74,88,83,25,23,23
6040804,72,43,67,24,18,62,74,62,17,16,16
6040805,49,29,42,16,13,40,46,46,12,12,12
6040806,63,41,53,25,15,52,61,63,18,16,16
6040807,57,56,41,41,14,37,41,63,14,11,10
6040808,17,6,14,4,6,14,16,12,4,4,4
6040809,43,19,32,13,15,30,35,29,11,10,10
6040810,64,38,55,23,19,50,59,52,16,14,14
7010101,71,56,35,28,30,38,43,63,26,20,20
7010102,88,49,31,20,46,37,41,62,35,29,29
7010103,47,30,27,17,18,29,33,43,16,16,16
7010104,77,21,17,11,43,19,23,28,23,26,26
7020201,68,44,42,26,25,45,52,65,21,22,22
7020202,55,32,30,19,19,32,36,47,19,16,16
7020203,73,50,27,25,39,33,36,54,28,27,27
7020204,37,20,17,9,19,19,21,26,13,14,14
7030301,127,89,94,44,41,102,113,136,45,46,46
7030302,55,33,33,18,20,36,42,46,16,16,16
7030303,61,33,32,19,27,35,40,47,18,20,20
7040401,117,72,76,45,38,76,89,98,30,29,28
7040402,19,23,12,15,5,12,13,24,6,4,4
7040403,138,89,82,55,46,86,99,126,40,38,38
7040404,50,30,37,20,14,35,40,42,12,10,10
7040405,66,54,36,37,23,37,41,61,19,16,16
7040406,16,11,6,5,8,8,9,13,5,4,4
7050501,110,73,74,48,40,76,89,97,26,30,29
7050502,63,63,42,46,16,40,45,65,15,11,11
7050503,78,56,55,40,23,54,62,74,17,18,18
7050504,47,27,36,22,11,33,41,40,8,9,9
7050505,95,72,82,55,27,74,86,85,15,18,18
7050506,20,8,19,6,6,18,20,14,3,5,5
7060601,75,44,61,34,19,58,69,69,15,17,17
7060602,37,17,35,12,10,32,39,28,6,9,9
7060603,30,16,25,11,8,24,28,23,5,8,7
7060604,129,76,101,60,31,97,116,108,21,28,28
7070701,89,53,80,43,22,75,90,73,13,19,20
7070702,83,40,77,30,21,72,87,65,12,20,20
7070703,78,44,59,38,18,57,67,63,12,14,14
7070704,62,37,50,26,14,49,58,55,12,15,15
7070705,51,27,51,19,12,48,56,40,7,13,13
7070706,33,25,28,20,7,25,29,31,6,6,6
7070707,28,12,26,11,6,24,30,19,3,7,7
8010115,2,2,1,0,2,1,2,2,1,1,1
8010116,18,6,3,2,12,4,4,6,6,5,5
8010117,53,25,15,12,30,20,22,30,16,18,18
8010118,45,38,15,26,23,16,18,35,15,13,13
8010211,39,17,8,8,22,11,13,17,13,11,11
8010212,41,13,14,7,24,15,17,21,12,11,11
8010213,49,26,16,11,26,18,21,27,15,15,15
8010214,32,24,10,13,15,13,14,23,10,9,9
8010301,91,48,31,24,47,35,40,56,28,29,29
8010302,23,14,14,9,8,14,17,19,5,6,6
8010303,29,11,7,5,19,8,9,11,9,9,9
8010404,80,40,25,18,46,31,35,43,24,28,27
8010405,35,28,16,17,14,17,20,30,11,10,10
8010406,31,20,15,13,12,14,17,23,9,6,5
8010407,3,1,1,0,1,1,1,1,1,0,0
8010508,29,14,13,9,13,14,16,18,6,8,7
8010509,48,31,22,19,19,24,27,36,11,10,10
8010510,1,0,0,0,0,0,0,0,0,0,0
8020619,58,35,36,21,20,36,42,46,17,16,16
8020620,66,51,40,36,19,40,47,59,15,14,13
8020621,15,5,15,4,4,14,17,10,2,5,5
8020622,108,80,70,58,32,72,81,100,23,25,25
8020623,10,10,9,7,3,8,10,12,3,3,3
8020624,7,3,5,3,2,5,6,5,2,2,2
8020625,29,16,22,13,9,22,26,23,5,8,8
8020726,71,34,60,28,18,56,65,55,12,15,15
8020727,111,55,91,48,26,87,104,87,15,21,21
8020728,66,32,55,25,17,51,61,52,11,15,15
8030829,129,68,86,59,35,82,97,98,21,21,21
8030830,87,49,63,38,23,63,74,78,18,20,20
8030831,151,82,98,67,44,96,114,118,28,30,30
8040932,28,20,23,14,7,23,27,26,5,7,7
8040933,40,24,33,18,9,31,36,33,6,8,8
8040934,19,8,15,7,4,15,18,14,3,5,5
8041035,68,29,62,23,18,58,70,45,8,14,14
8041036,59,23,51,20,16,47,59,38,8,15,15
8041037,88,44,75,35,21,71,86,68,13,19,19
8041038,60,33,53,28,15,50,61,47,8,14,14
8041039,18,16,12,13,5,12,13,17,3,3,3
8041040,57,25,51,22,13,47,57,42,7,13,13
9010101,39,29,31,21,10,30,35,38,7,8,8
9010102,0,0,0,0,0,0,0,0,0,0,0
9010201,25,15,24,12,4,20,26,25,4,4,4
9010202,63,41,53,32,11,48,59,66,13,8,8
9010301,130,91,113,73,20,97,125,130,23,13,13
9010302,21,8,20,5,6,17,21,13,3,4,4
9010401,96,54,88,48,14,76,99,79,12,11,11
9010402,52,39,45,28,12,43,48,54,11,11,11
9020501,17,19,14,12,5,14,15,22,5,4,4
9020502,68,55,54,40,14,51,64,72,14,12,12
9020601,39,32,31,23,8,29,36,38,8,6,6
9020602,34,18,35,14,6,31,40,30,5,5,5
9020701,1,2,1,0,1,2,2,1,1,1,1
9020702,107,67,94,56,20,86,105,99,17,17,17
9020801,16,12,16,9,4,15,17,18,3,4,4
9020802,44,23,37,18,8,33,42,37,7,6,6
9030901,71,33,75,29,17,67,79,55,8,16,16
9030902,27,22,23,17,6,23,27,27,5,7,7
9030903,32,17,30,12,7,29,34,27,5,8,7
9031001,85,47,84,37,18,78,92,70,10,18,18
9031101,53,27,52,23,9,45,55,44,7,7,7
9031201,16,8,17,6,3,16,19,11,2,3,3
9031202,16,7,18,6,4,16,20,13,2,5,5
9041301,150,94,136,69,27,126,154,128,21,23,22
9041302,13,6,15,5,3,13,16,10,1,3,3
9041401,66,38,61,29,13,57,66,59,9,12,12
9041402,12,5,13,4,2,11,13,9,1,2,2
9041403,0,0,0,0,0,0,0,0,0,0,0
9041501,31,28,22,19,7,24,26,36,8,7,7
9041601,47,22,50,20,10,44,55,35,5,10,10
9051701,38,25,37,22,6,31,39,36,5,4,4
9051702,141,99,127,77,24,111,138,131,22,16,16
9051801,70,42,75,33,14,67,80,58,9,14,14
9051901,67,49,65,40,13,57,67,69,12,12,12
9052001,124,77,122,66,21,105,133,114,17,17,17
10010101,16,12,11,8,5,13,15,17,3,5,5
10010102,61,44,51,30,18,55,64,62,13,18,18
10010203,1,0,0,0,1,0,0,1,0,1,0
10010204,44,30,40,20,11,42,47,45,8,14,14
10010205,27,21,22,12,8,26,31,31,7,10,10
10010206,100,70,90,49,25,92,107,105,21,29,29
10010207,64,40,58,26,16,60,69,64,12,21,21
10010308,14,5,16,5,3,14,16,10,1,3,3
10010309,111,74,99,48,25,102,117,122,24,31,31
10010310,117,61,116,44,30,119,139,111,21,39,39
10010311,21,23,19,22,4,16,19,23,3,3,3
10020412,19,11,14,11,5,14,16,17,3,5,5
10020413,59,46,42,35,15,45,52,68,14,14,14
10020414,7,5,6,5,1,6,7,7,1,1,1
10020415,17,12,13,9,4,13,15,18,3,4,4
10020416,12,8,8,6,3,9,11,12,3,3,3
10020517,43,26,37,21,9,36,43,42,8,9,9
10020518,16,10,12,9,3,11,13,15,3,3,3
10020519,14,12,11,6,4,12,14,16,4,4,4
10020620,11,5,10,4,2,10,12,13,3,4,4
10020621,15,10,14,7,3,14,17,14,3,4,4
10020622,58,45,45,36,13,48,53,66,12,15,15
10020623,45,36,35,26,10,36,40,49,10,9,9
10030724,54,29,59,24,11,54,64,46,7,13,13
10030725,36,29,27,20,9,30,35,41,9,10,10
10030726,20,16,21,14,3,18,21,21,3,4,4
10030727,52,29,57,22,12,52,62,44,7,13,13
10040828,37,17,40,16,8,37,45,30,5,10,10
10040829,23,10,27,8,5,24,29,20,3,6,6
10040830,50,20,53,18,10,49,58,35,5,11,11
10040931,50,30,54,22,10,49,59,41,6,12,12
10040932,23,12,24,10,5,23,28,19,2,6,6
10040933,91,39,97,34,18,89,108,68,9,21,21
11010101,2,3,2,1,1,2,3,2,1,1,1
11010102,12,6,11,6,3,10,12,9,1,3,3
11010103,3,2,4,2,1,4,4,3,0,1,1
11010204,31,20,26,13,8,26,28,29,6,8,8
11010205,25,17,21,11,7,22,26,24,5,7,7
11010206,27,19,23,15,7,24,27,31,6,8,8
11010207,31,28,22,23,8,22,25,40,7,7,7
11010308,58,42,52,29,13,52,62,60,11,15,15
11010309,40,26,35,19,11,35,41,40,8,12,12
11010310,29,13,29,10,7,30,35,27,5,9,9
11020411,47,19,52,17,10,47,55,37,6,12,12
11020412,43,32,37,24,9,36,43,45,8,10,10
11020513,21,14,23,10,5,22,25,21,3,5,5
11020514,42,29,34,23,10,33,38,46,9,9,9
11020515,98,55,88,42,22,88,102,96,18,27,27
11020516,23,11,24,10,5,22,25,18,2,5,5
11030617,59,36,52,24,12,51,60,58,11,12,12
11030618,141,82,124,60,29,119,140,133,24,27,27
11030619,91,59,77,39,20,76,87,89,18,19,19
11030720,11,18,10,13,4,8,9,16,3,3,3
11030721,99,83,83,56,21,79,93,111,23,19,18
11030824,76,35,67,29,15,63,77,63,14,14,13
11040925,2,2,1,1,1,2,2,3,1,1,1
11040926,108,73,95,52,25,94,110,121,27,28,28
11041022,49,29,44,22,9,39,51,41,6,5,4
11041023,35,28,29,19,8,29,34,37,8,9,9
11041027,15,15,11,10,4,12,13,19,4,4,4
11041128,267,165,238,130,49,214,260,250,46,40,40
11051229,12,7,12,6,3,11,12,11,3,3,3
11051330,33,25,27,20,7,27,29,37,7,7,7
11051331,66,39,61,33,13,55,64,56,9,11,11
11051332,25,19,24,14,6,22,26,26,5,6,6
12103115,46,33,30,24,14,29,35,42,11,11,11
12103116,43,29,29,20,16,29,34,39,9,10,10
12103117,57,35,31,21,18,33,39,45,14,15,15
12103218,87,70,56,48,28,56,66,84,23,20,20
12103219,63,57,41,39,20,40,46,61,16,14,14
12103220,37,25,26,19,10,25,29,33,8,7,7
12214125,47,28,42,19,15,41,48,38,9,13,13
12214126,56,36,42,26,17,42,47,53,12,14,14
12214421,18,10,12,9,5,12,14,15,3,4,4
12214422,46,22,27,16,13,28,33,32,9,9,9
12214423,48,29,40,21,13,39,48,45,9,11,11
12214424,57,35,34,24,22,35,42,47,14,15,14
12214527,99,79,69,58,26,69,77,95,21,21,20
12214528,1,0,1,0,0,1,1,1,0,0,0
12224229,56,26,55,20,14,50,61,44,8,14,13
12224230,142,76,141,61,35,131,156,113,20,36,36
12231101,145,76,145,55,36,135,159,121,23,35,35
12231102,153,83,158,60,35,142,167,124,25,34,34
12301203,118,87,93,59,32,89,106,108,24,26,25
12301204,49,29,44,20,12,41,49,42,8,11,11
12301205,36,24,33,19,10,33,36,34,7,10,10
12301206,40,19,40,14,11,37,44,28,5,9,9
12302107,27,13,24,10,8,22,26,18,4,7,7
12302108,110,66,87,54,28,85,100,95,18,24,24
12302109,75,46,52,35,21,51,61,64,15,17,17
12302110,58,34,37,28,15,38,45,50,11,12,12
12302211,36,18,30,16,8,27,32,27,5,7,7
12302212,35,24,26,15,9,27,32,29,7,7,7
12304313,46,30,34,20,12,34,40,40,10,11,11
12304314,87,60,70,43,22,68,78,84,18,20,19
